Elemento,Descripcion,Banco
Surface Todos los días," Promoción no acumulable sobre otras promociones, ni sobre el costo del despacho. Promoción válida hasta el 30 de abril de 2025. Promoción consiste en un 15% Dcto. en todos los modelos de Surface https://surface604.cl/. Accede a este descuento pagando con tus Tarjetas de Débito o Crédito Scotiabank e ingresando el código de descuento: SCOTIABANK15. Promoción exclusiva para clientes Scotiabank. Promoción no acumulable sobre otras promociones, ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Dr. Smile Todos los días," Descuento no aplica en costos de laboratorio ni pabellón.
No acumulable sobre otras promociones y/o descuentos.
Promoción exclusiva para los clientes del Scotiabank. Pormoción válida todos los días hasta el 31 de agosto de 2025. Promoción consiste en un 20% Dcto. sobre el arancel real en todas las prestaciones de la clínica Dr Smile. Pagando y anunciando los primeros 6 números tus Tarjetas de Débito o Crédito Scotiabank en caja. Válido para sucursal Egaña (Av Ossa 235- Local 135, La Reina) o sucursal, Encomenderos (Encomenderos 138, Las Condes). Descuento no aplica en costos de laboratorio ni pabellón. No acumulable sobre otras promociones y/o descuentos. Promoción exclusiva para los clientes Scotiabank. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Nikola Todos los días,"  Promoción válida hasta el 31 de marzo de 2025. Promoción consiste en un 5% Dcto. en Nikola. Accede a este beneficio anunciando método de pago Scotiabank con tu ejecutivo y a continuación pagando con tus Tarjetas de Crédito Visa Scotiabank Signature, Infinite, Singular y Wealth Management. Promoción no acumulable sobre otras promociones. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción exclusiva para clientes Scotiabank. Se excluyen de esta promoción las Tarjetas de Débito Scotia, Tarjetas de Crédito Visa y Mastercard Scotia Gold, Platinum, Mastercard Black, Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Warmtec Todos los días," Promoción exclusiva clientes Scotiabank. 
Promoción no acumulable sobre otros descuentos o promociones.  Promoción válida hasta el 30 de junio de 2026. Promoción consiste en un 20% de descuento sobre el valor neto de provisión e instalación del sistema de calefacción de piso radiante eléctrico infrarrojo coreano que vende e instala Warmtec. para acceder al beneficio ingresa a  www.warmtec.cl escribe contacto@warmtec.cl o llama al siguiente número de teléfono +56989058797 solicitando la instalación y cotización, para obtener el descuento se debe anunciar método de pago Scotia e indicar los primeros 6  primeros dígitos de tus Tarjetas de Débito o Crédito Visa Scotia cómo código de descuento.  Promoción exclusiva clientes Scotia. Promoción no acumulable sobre otros descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Panorama Lumon Todos los días," No acumulable sobre otros descuentos.
Promoción exclusiva para los clientes Scotia.
Descuento válido solo para cortinas de cristal que contraten el Formas de pago: al contado o hasta 12 cuotas con tarjeta de crédito.
Descuento aplica para cortinas de cristal superiores a 3 metros lineales, no aplica para otras cortinas. Promoción consiste en un 10% Dcto. en cierres de terrazas de cristal a través de www.panoramachile.cl. Promoción válida hasta el 30 de abril de 2026. Descuento se hace efectivo anunciando método de pago Scotiabank en caja. Promoción exclusiva pagando con Tarjetas de Débito o Crédito Scotiabank. Promoción no acumulable sobre otras promociones o descuentos. Descuento válido solo para cortinas de cristal que contraten el Formas de pago: al contado o hasta 12 cuotas con Tarjeta de Crédito Scotiabank. Promoción aplica para cortinas de cristal superiores a 3 metros lineales, no aplica para otras cortinas. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Insanity Bikes Todos los días,"  Promoción válida todos los días de marzo de 2025. Promoción consiste en un hasta 30% Dcto. en Insanity Bikes exclusivo para compra presencial. Accede a un 30% Dcto. en zapatillas modelo Rekon1, un 25% Dcto. en Accesorios seleccionados, un 20% Dcto. en servicio de mantenciones de taller mecánico, un 10% Dcto. en bicicletas multimarcas para compras en tienda fisíca y un 5% Dcto. para bicicletas multimarcas. Accede a este beneficio anunciando como código de descuento los 6 primeros dígitos de tus Tarjetas de Débito y Crédito Scotiabank. Promoción exclusiva para clientes Scotiabank. Descuento no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. ",Banco ScotiaBank
Smart Cargo Todos los días," No acumulable con otras promociones o descuentos.
Exclusivo para clientes Scotia. Promoción válida todos los días de marzo de 2025. Promoción consiste en hasta un 15% Dcto. en Smart Cargo Electromovilidad. Accede a un 5% Dcto. en Vehículos eléctricos Smart Cargo y a un 15% Dcto. en repuestos o servicios Smart Cargo. Accede a este beneficio pagando con Tarjetas de Débito y Crédito Scotiabank y anunciando cómo código de descuento los 6 primeros dígitos de tus Tarjetas. No incluye costos de despacho. No acumulable con otras promociones o descuentos. Exclusivo para clientes Scotia. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa BEX, Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjeta de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Zero Water Todos los días," Descuento no aplica sobre otras promociones o descuentos.
Descuento no aplica sobre costo de despacho.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.  Promoción válida todos los días hasta el 31 de julio de 2025. Beneficio consiste en dos meses de Zero Water sin costo contratando durante marzo e inscribiendo Scotiabank cómo método de pago. Accede a este beneficio inscribiendo cómo método de pago tus Tarjetas de Débito y Crédito Scotiabank. Contrata tu plan llamando al +562 27148752. Descuento no aplica sobre otras promociones o descuentos. Descuento no aplica sobre costo de despacho. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Tefal Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Promoción válida hasta el 31 de marzo de 2025. Promoción consiste en un 30% Dcto. en tienda online www.tefalstore.cl. No aplica tope de descuento por cliente titular. Accede a este beneficio pagando con tus Tarjetas de Débito y/o Crédito Scotiabank e ingresando código de descuento: SCOTIASEB24. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable sobre otras promociones, ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Rowenta Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Promoción válida todos los días de marzo de 2025. Promoción consiste en un 30% Dcto. en Rowenta a través de tienda online. No aplica tope de descuento por cliente titular. Descuento aplica pagando con Tarjetas de Débito y/o Crédito Scotiabank e ingresando código de descuento: SCOTIASEB24. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Moulinex Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Promoción válida hasta el 31 de marzo de 2025. Promoción consiste en un 30% Dcto. en Moullinex a través de tienda online www.tefalstore.cl. Promoción sin tope de descuento por cliente titular. Descuento aplica pagando con Tarjetas de Débito y/o Crédito Scotiabank e ingresando código de descuento: SCOTIASEB24. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Krups Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Promoción válida todos los días de marzo de 2025. Promoción consiste en un 30% Dcto. en tienda online www.tefalstore.cl. Descuento no aplica tope de descuento por cliente titular. Descuento aplica pagando con Tarjetas de Débito y/o Crédito Scotiabank e ingresando código de descuento: SCOTIASEB24 . El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones, ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Noa Joyas Todos los días," Válido para compras sobre $40.000 pesos.
Pagando con Tarjetas de Crédito y/o Débito Scotia.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
No incluye costo de despacho. 
Excluye colección oro. Promoción válida todos los días de marzo 2025. Promoción consiste en un 20% Dcto. en Noa Joyas a través de  para compras sobre $40.000 pesos. Accede a este beneficio pagando con Tarjetas de Débito y Crédito Scotiabank e ingresando código de descuento SCOTIANOA. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. No incluye costo de despacho. Promoción no acumulable con otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. el pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Pádel Maitencillo Todos los días," Descuento no aplica sobre otras promociones o descuentos. Promoción válida todos los días de marzo 2025, consiste en un 20% Dcto. en la reserva de Canchas en Padel Maitencillo. Accede a este beneficio pagando con Tarjetas de Débito y/o Crédito Scotiabank. El beneficio se hará efectivo previa reserva llamando al +56941510348. El descuento se hará efectivo al momento del pago anunciando método de pago Scotia en caja. Descuento no aplica sobre otras promociones o descuentos. Beneficio intransferible. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información. ",Banco ScotiaBank
Pádel Shop Chile Todos los dias," Pagando con tus Tarjetas de Débito y/o Crédito Scotiabank.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
No acumulable con otras promociones o descuentos. ",Banco ScotiaBank
Just Burger Todos los jueves," Tope del descuento $20.000 por cliente titular.
Un uso por cliente a la semana.
Válido solo para compras con boleta.
No incluye costos de despacho.
Exclusivo clientes Scotiabank.
Los tiempos y condiciones de despacho son de exclusiva responsabilidad del comercio.  Promoción válida todos los jueves de marzo de 2025 o hasta agotar fondo promocional de $3.000.000, lo que ocurra primero. Promoción consiste en 40% Dcto. Válido para compras en tienda online www.justburger.cl y la App Just Burger, ingresando como código de descuento los primeros 6 números de la Tarjeta. Con tope de $20.000 por cliente titular. Pagando con Tarjetas de Débito o Crédito Scotiabank Signature, Infinite y Singular y Wealth Mnagement. Descuentos no acumulable sobre otras promociones o descuentos. Máximo un uso semanal por cliente. Válido para retiro en tienda y despacho a domicilio. No incluye costos de despacho. Los tiempos y condiciones de despacho son de exclusiva responsabilidad del comercio. Válido solo para compras con boleta. Se excluyen de esta promoción las Tarjetas de Crédito Visa y Mastercard Scotia Gold, Platinum, Mastercard Black, Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Be Well Todos los días,"  Promoción válida hasta el 30 de junio de 2025. Promoción consiste en 40% de descuento en tienda online www.bewell.cl. Aplica pagando con Tarjetas de Débito o Crédito Scotiabank e ingresando código descuento BEWELLSCOTIACLUB. Exclusivo para clientes Scotiabank. No acumulable con otras promociones o convenios. Promoción exclusiva para despachos en Región Metropolitana. Máximo 4 cajas por compra. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información. ",Banco ScotiaBank
PZ Todos los días," Máximo 1 uso de cupón por cliente.
Promoción no acumulable con otras promociones.
No incluye costo de despacho.
  ",Banco ScotiaBank
Mingo Todos los días ," Pagando con Tarjetas de Crédito y/o Débito Scotia.
Máximo 1 uso de cupón por cliente.  ",Banco ScotiaBank
16 Hrs. Todos lo días,"   Pagando con Tarjetas de Débito o Crédito Visa Scotia.
Máximo 1 uso de cupón por cliente.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones.  Promoción válida hasta el 31 de marzo de 2025. Promoción consiste en un 20% Dcto. en www.16hrs.cl/catalogo/466-alianzas.  Pagando con Tarjetas de  Débito o CréditoVisa Scotia. El descuento se hace efectivo pagando con Tarjetas de Crédito y/o Débito Scotia ingresando cupón de descuento: SCT16HRS20 Máximo 1 uso de cupón por cliente. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Pollini Todos los días," Máximo 1 uso de cupón por cliente.
Promoción no acumulable con otras promociones.
No incluye costo de despacho.
  ",Banco ScotiaBank
Cantarina Joyas Todos los días," No incluye costo de despacho.
Promoción no acumulable con otras promociones o descuentos.
Descuento válido solo para joyas. Promoción válida hasta 31 de diciembre de 2025. Promoción consiste en un 25% Dcto. todos los días en www.cantarinajoyas.com. Pagando con Tarjetas de Crédito y/o Débito Scotia. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. No incluye costo de despacho. Promoción no acumulable con otras promociones o descuentos. El beneficio se hace efectivo Ingresando código de descuento SCOTIAJOYAS. Descuento exclusivo en joyas Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. el pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Ohmypets Todos los días," Descuento exclusivo para clientes Scotia.
No acumulable sobre otras promociones o descuentos.
No aplica para promoción de  3 pares de calcetines largos o cortos.
El costo del despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
  ",Banco ScotiaBank
Panamá Jack Todos los días," Descuento exclusivo para clientes Scotia.
Promoción no acumulable con otras promociones.
No incluye costos de despacho.
1 uso de cupón por cliente. ",Banco ScotiaBank
Zappa Todos los días ," Máximo 1 uso de cupón por cliente.
Promoción no acumulable con otras promociones.
No incluye costo de despacho.
  ",Banco ScotiaBank
Malévolo Pizza De lunes a miércoles," No incluye costo de despacho.
El despacho y los tiempos del mismos son de exclusiva responsabilidad del comercio.
Exclusivo Pagando con Tarjetas de Débito o Crédito Scotiabank.
Descuentos no son acumulables con otras promociones y/o descuentos. ",Banco ScotiaBank
Inferno Burger De lunes a miércoles," No incluye costos de despacho.
El despacho y los tiempos del mismos son de exclusiva responsabilidad del comercio.
 Descuentos no son acumulables con otras promociones y/o descuentos. ",Banco ScotiaBank
Fundación Julieta De lunes a viernes," Válido de lunes a viernes.
Descuento no aplica sobre otros descuentos.
Pagando con tu Tarjeta de Débito y/o Crédito Scotia.
Descuento se hace efectivo en tiendas físicas anunciando medio de pago Scotia antes de pagar en caja. Promoción válida hasta el 1 de julio de 2025. promoción consiste en hasta 15% Dcto. en servicios de centro veterinario Fundación Julieta. Válido de lunes a viernes. Descuento no aplica sobre otros descuentos. Pagando con tu Tarjeta de Débito y/o Crédito Scotia. Descuento se hace efectivo en tiendas físicas anunciando medio de pago Scotia antes de pagar en caja. No acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Clínica Maat Todos los días," Promoción no acumulable sobre otros descuentos.
Promoción exclusiva clientes pagando con Tarjetas de Scotiabank. Promoción válida todos los días hasta el 31 de diciembre 2025. Promoción consiste en hasta un 30% Dcto. en Clínica Maat para tratamientos de Radio Frecuencia, Cosmetología y Depilación (precio de lista). Además, accede a un 20% Dcto. en consultas médicas. Accede a estos beneficios anunciando en caja como código de descuento los primeros 6 dígitos de tu Tarjetas de Débito y Crédito Scotiabank. Promoción no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.
 ",Banco ScotiaBank
Castor Watches Todos los días," Pagando con Tarjetas de Débito y/o Crédito Visa Scotiabank.
Descuento no acumulable sobre otras promocones o descuentos.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción válida hasta el 31 de agosto de 2025. Promoción consiste en un 15% Dcto. en Castor Watches a través de www.castor-watches.com ingresando código de descuento SCOTIABANK15 y a continuación pagando con tus Tarjetas de Débito y/o Crédito Visa Scotiabank. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable sobre otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. ",Banco ScotiaBank
Clínica Ambar De lunes a sábado,"  Promoción válida de lunes a sábado hasta el 30 de septiembre de 2025. Promoción consiste en un 20% de descuento en todas las prestaciones clínicas de odontología y estética facial. No incluye insumos: laboratorio, insumos de Cirugía Oral - Ortodoncia - Estética Facial. No acumulable sobre otros descuentos. Promoción exclusiva para los clientes del Scotia. Pagando con tus Tarjetas de Bébito o Crédito Visa Scotia. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex, Tarjeta Universal y Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
La Boutique Dental  Todos los días," Promoción exclusiva para los clientes del Scotiabank.
Descuento se hace efectivo anunciado método de pago Scotiabank en caja.
No acumulable con otras promociones y descuentos.  Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en hasta un 50% de descuento en Clínica La Boutique Dental. 50% de descuento en: Evaluación inicial, Destartraje (limpieza dental) y aplicación de flúor. Incluye estudio con escáner intraoral para diagnóstico completo de salud bucal. Blanqueamiento Dental Philips Zoom (se exceptúa costo de insumo) El Blanqueamiento Philips Zoom aclara más tonos que otros blanqueamientos en una sola sesión y con menos sensibilidad post tratamiento. Evaluación de Odontopediatría, asesoría de salud bucal para padres, profilaxis (limpieza) y aplicación de flúor. 20% de descuento en: Rehabilitación Oral, Implantología, Ortodoncia (con Brackets y Alineadores invisibles), Odontopediatría, Periodoncia, Endodoncia, Trastornos Témporomandibualres, Cirugía, Estética Dental con Carillas Cerámicas y de Resina Compuesta. Exceptúa: Costos de Insumos (implantes, aditamentos para rehabilitación de implantes, pabellón, laboratorio dental). Tratamientos de armonización facial. (Exceptúa costos de insumos).  Promoción exclusiva para clientes Scotia. Descuento se hace efectivo anunciado método de pago Scotia en caja. No acumulable con otras promociones y descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Clínica Ampuero Todos los días,"  Promoción consiste en un 20% de descuento de bonificaión del Arancel de Clínica Ampuero (se exceptúan los costos de laboratorio). 2 años de garantía en todos los tratamientos dentales (Excepto Periodoncia y Odontopediatría) Facilidades de pago 100% Cobertura en Diagnóstico e Interconsultas 80% Cobertura en Radiografías. 40 % de Descuento en acciones de Armonización Orofacial (se exceptuan costos de insumos): Toxina Botulínica (Botox - Nabota) Ácido Hialurónico (Neauvia - Restylane) Rinomodelación - Lifting Facial - Labios - Surco Nasogeniano - Contorno Mandibular - Mentón - Ojeras. Mesoterapia Facial (Pink Glow - Fusion) Skinbooster (Neauvia) Hilos Tensores Hilos Revitalizantes Mallas de Suspensión (Tesslift) Lipopapada enzimatica. Descuento de caracter presencial anunciando método de pago con tarjetas Scotia en caja. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Hellowine Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones o descuentos. ",Banco ScotiaBank
Lovet Todos los días, Descuento no acumulable con otros descuentos o promociones. ,Banco ScotiaBank
Academia Andrés Díaz Todos los días," Descuentos disponibles en modalidad 1 día en cualquiera de las sedes.
Máximo 2 cupones con descuento por Tarjeta de Crédito.
El cupón se genera ingresando los dígitos de la Tarjeta de Crédito que se indique en la casilla correspondiente. Beneficio válido hasta el 01 de noviembre de 2025 o hasta agotar fondo promocional de $12.000000, lo que ocurra primero. Promoción consiste en un 20% Dcto. en la inscripción trimestral o anual en la Academia Andrés Diaz, pagando con las Tarjetas Visa Scotiabank Singular o Infinite. Descuentos disponibles en modalidad 1 día en cualquiera de las sedes. Máximo 2 cupones con descuento por Tarjeta de Crédito. El cupón se genera ingresando los dígitos de la Tarjeta de Crédito que se indique en la casilla correspondiente. Las ofertas, ventas y descuentos, entregas de beneficios no financieros, como asimismo la garantía, servicio y calidad del producto será de exclusiva responsabilidad del comercio adherido a la promoción, sin responsabilidad ni injerencia alguna para Scotiabank ni en la ulterior atención que ello demande. Infórmese sobre la garantía estatal de los depósitos en su banco o en www.cmfchile.cl. Marca registrada de The Bank of Nova Scotia, utilizada bajo licencia. Productos excluidos de la promoción: Selección Elite, Winter Camp, Summer Camp e indumentaria.",Banco ScotiaBank
Cliniestetique Todos los días," Promoción no acumulable sobre otras promociones o descuentos. Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en  un 30% Dcto. en Centro de estética integral Estetique, tratamientos reductivos, masajes corporales, limpiezas facial, dermapen, ácido hialuronico, botox y armonización facial. Descuento válido anunciando método de pago Scotiabank en caja, indicando los primeros 6 números de la Tarjeta de Crédito o Débito Scotiabank como código de descuento. No acumulable sobre otras promociones o descuentos. Promoción exclusiva para los clientes Scotiabank. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada,Visa  Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
